RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,Predicted_Rank,Unique_Rank
,Xavier Tillman,Bos,F,25.2,5,15.1,9.1,0.0,2,1.0,11,0.727,4,0.5,0.733,0.756,4.8,3.4,0.8,0.4,0.4,0.0,8.2,5.6,9.0,6.2,166.5,110.3,408.7894736842105,351
,Bruno Fernando,Atl,F-C,25.6,27,12.5,16.1,17.8,44,0.614,89,0.573,3,0.0,0.554,0.579,4.8,3.9,0.7,0.5,0.7,0.7,8.7,5.4,9.4,7.5,113.5,104.6,408.7894736842105,351
,Spencer Dinwiddie,Lal,G,30.9,12,24.1,11.0,17.3,11,0.727,22,0.409,35,0.314,0.447,0.477,4.9,1.1,3.1,0.4,0.3,1.0,6.0,8.0,9.1,4.2,100.8,113.9,408.7894736842105,351
,Brice Sensabaugh,Uta,F,20.4,15,12.9,17.8,20.2,9,0.889,32,0.563,31,0.323,0.524,0.553,4.9,1.9,0.9,0.3,0.0,1.1,6.9,5.9,7.8,6.3,98.7,116.1,408.7894736842105,351
,Anthony Black,Orl,G,20.1,59,18.4,12.5,18.6,75,0.64,142,0.5,86,0.395,0.535,0.559,4.9,2.3,1.5,0.6,0.3,0.9,7.2,6.4,8.7,5.6,108.2,105.9,408.7894736842105,351
,Jevon Carter,Chi,G,28.5,62,13.6,17.7,8.9,7,0.571,113,0.451,194,0.335,0.484,0.485,4.9,0.8,1.2,0.5,0.2,0.5,5.6,6.0,6.8,4.9,100.1,113.9,408.7894736842105,351
,Neemias Queta,Bos,C,24.7,24,11.9,15.2,10.0,22,0.727,81,0.605,0,0.0,0.605,0.629,4.8,4.3,0.5,0.4,0.6,0.4,9.0,5.3,9.5,7.3,135.2,95.3,408.7894736842105,351
,Delon Wright,Mia,G,31.9,3,18.5,9.3,0.0,6,0.833,5,0.4,4,0.5,0.556,0.644,5.0,1.3,3.0,1.0,0.3,0.0,6.3,8.0,9.3,5.8,157.6,115.3,408.7894736842105,351
,Jordan Goodwin,Pho,G,25.4,40,14.0,18.1,13.0,29,0.862,113,0.46,80,0.288,0.448,0.481,5.0,2.9,2.0,0.6,0.2,0.7,7.9,6.9,9.8,8.8,108.9,109.8,408.7894736842105,351
,Stanley Umude,Det,G,24.9,19,10.9,16.2,15.8,24,0.917,23,0.348,35,0.543,0.629,0.693,5.0,1.8,0.5,0.2,0.3,0.6,6.8,5.5,7.3,6.1,125.0,107.2,408.7894736842105,351
,Isaiah Livers,Det,F,25.6,23,20.4,12.6,12.1,18,0.667,39,0.462,77,0.286,0.44,0.46,5.0,2.1,1.1,0.6,0.2,0.7,7.0,6.0,8.1,4.4,96.7,115.5,408.7894736842105,351
,Kenyon Martin Jr.,Lac,F,23.2,2,15.7,17.9,16.4,2,0.5,5,0.6,5,0.2,0.45,0.46,5.0,1.5,0.5,1.0,0.5,1.0,6.5,5.5,7.0,4.0,86.4,108.9,408.7894736842105,351
,Chimezie Metu,Pho,F-C,27.0,37,12.1,17.0,17.2,43,0.884,79,0.646,51,0.294,0.565,0.621,5.0,3.0,0.5,0.5,0.2,0.7,8.0,5.5,8.5,6.5,114.7,107.0,408.7894736842105,351
,Thaddeus Young,Tor,F,35.7,23,15.2,12.6,11.2,12,0.417,81,0.654,6,0.167,0.626,0.618,5.0,3.3,2.2,0.8,0.1,0.5,8.2,7.1,10.4,8.7,131.8,108.7,408.7894736842105,351
,Wenyen Gabriel,Mem,F,27.0,3,16.9,18.0,26.3,5,0.0,10,0.6,4,0.25,0.536,0.463,5.0,5.0,0.7,0.7,0.3,1.7,10.0,5.7,10.7,6.1,78.6,104.3,408.7894736842105,351
,Aleksej Pokusevski,Cha,F,22.2,2,9.2,18.8,13.4,2,1.0,5,0.4,1,1.0,0.583,0.654,4.5,1.5,1.0,0.5,1.0,0.5,6.0,5.5,7.0,8.2,127.2,122.7,426.3636363636364,368
,Monte Morris,Det,G,28.7,6,11.4,22.2,5.7,2,0.5,22,0.455,11,0.182,0.394,0.398,4.5,2.0,1.3,0.2,0.2,0.3,6.5,5.8,7.8,8.0,92.1,122.9,426.3636363636364,368
,Jontay Porter,Tor,C-F,24.3,21,12.7,17.0,15.8,12,0.917,37,0.432,48,0.354,0.488,0.521,4.5,2.9,1.9,0.6,0.6,0.8,7.3,6.3,9.2,9.2,110.4,106.8,426.3636363636364,368
,Caleb Houstan,Orl,G,21.2,48,14.5,12.5,7.9,24,0.792,12,0.583,162,0.377,0.566,0.585,4.5,1.6,0.6,0.3,0.1,0.3,6.1,5.1,6.6,4.5,119.6,109.4,426.3636363636364,368
,Kris Murray,Por,F,23.6,44,16.9,13.5,13.0,31,0.613,98,0.541,95,0.263,0.469,0.484,4.5,2.8,1.1,0.8,0.2,0.7,7.3,5.7,8.4,5.7,102.9,114.4,426.3636363636364,368
,Keita Bates-Diop,Pho,F,28.1,39,15.3,12.9,8.0,36,0.722,86,0.512,64,0.313,0.493,0.525,4.5,2.6,0.9,0.6,0.5,0.3,7.1,5.3,7.9,5.7,115.3,112.9,426.3636363636364,368
,Joe Ingles,Orl,F-G,36.4,51,17.3,11.9,19.9,23,0.826,58,0.431,127,0.417,0.565,0.584,4.5,2.1,2.9,0.6,0.1,0.9,6.6,7.4,9.5,7.0,118.7,107.2,426.3636363636364,368
,Robert Covington,Phi,F,33.2,26,16.1,11.3,11.0,24,0.875,41,0.561,48,0.354,0.545,0.593,4.5,3.4,0.7,1.3,0.6,0.4,8.0,5.2,8.6,5.5,124.0,103.4,426.3636363636364,368
,Jalen Wilson,Bro,F,23.4,27,14.5,13.8,9.6,25,0.92,59,0.458,44,0.364,0.495,0.548,4.6,2.7,1.1,0.3,0.0,0.4,7.3,5.7,8.4,6.6,121.4,113.3,426.3636363636364,368
,Maxi Kleber,Dal,C,32.1,28,21.5,10.0,15.7,31,0.677,41,0.561,66,0.318,0.509,0.539,4.6,3.6,1.6,0.3,0.7,0.7,8.3,6.2,9.8,5.5,111.7,111.7,426.3636363636364,368
,Kevon Looney,Gol,C,28.1,61,16.9,10.9,18.4,68,0.676,194,0.598,1,0.0,0.595,0.618,4.6,5.9,2.0,0.4,0.4,0.7,10.5,6.6,12.5,9.0,131.8,103.3,426.3636363636364,368
,Jacob Gilyard,Mem,G,25.7,37,17.7,11.5,16.7,2,1.0,24,0.375,120,0.425,0.594,0.597,4.7,1.2,3.5,0.7,0.1,0.8,5.8,8.2,9.4,6.1,124.3,114.3,426.3636363636364,368
,Lester Quinones,Gol,G,23.3,29,12.2,17.2,11.8,25,0.68,46,0.457,73,0.356,0.504,0.527,4.7,2.3,1.0,0.2,0.1,0.6,7.0,5.7,8.0,7.2,110.2,108.2,426.3636363636364,368
,Max Christie,Lal,G,21.1,52,15.8,13.3,14.0,42,0.786,102,0.5,100,0.36,0.52,0.551,4.7,2.4,1.0,0.3,0.3,0.6,7.0,5.7,8.0,5.7,104.4,112.7,426.3636363636364,368
,Shake Milton,Min,G-F,27.5,38,12.9,18.6,14.9,44,0.818,107,0.467,53,0.264,0.444,0.496,4.7,1.3,1.3,0.4,0.1,0.7,6.0,6.0,7.3,6.2,100.3,104.3,426.3636363636364,368
,Dominick Barlow,San,F,20.8,28,12.9,14.5,5.6,40,0.675,92,0.511,9,0.333,0.51,0.548,4.6,3.5,1.1,0.4,0.5,0.2,8.1,5.7,9.2,8.1,125.9,108.4,426.3636363636364,368
,Eugene Omoruyi,Was,F,27.1,33,7.4,24.2,11.9,33,0.727,84,0.583,27,0.222,0.523,0.558,4.2,2.0,0.7,0.6,0.0,0.5,6.2,5.0,6.9,9.8,112.7,100.6,445.26666666666665,384
,Blake Wesley,San,G,21.0,45,13.4,14.2,18.9,52,0.654,112,0.625,34,0.147,0.531,0.56,4.2,1.3,2.8,0.5,0.2,0.8,5.5,7.0,8.2,7.4,116.3,111.6,445.26666666666665,384
,DeAndre Jordan,Den,C,35.6,29,11.3,15.5,20.0,49,0.449,76,0.632,0,0.0,0.632,0.605,4.1,4.6,0.7,0.2,0.4,0.7,8.6,4.8,9.3,8.4,119.4,99.1,445.26666666666665,384
,Ryan Rollins,Was,G,21.7,10,6.6,25.2,21.6,17,0.765,22,0.5,3,0.667,0.56,0.631,4.1,1.1,1.1,0.8,0.3,0.7,5.2,5.2,6.3,10.3,115.1,108.1,445.26666666666665,384
,Kenrich Williams,Okc,G-F,29.3,53,14.2,12.5,9.4,10,0.3,89,0.517,104,0.385,0.549,0.545,4.1,2.9,1.3,0.5,0.1,0.4,6.9,5.3,8.2,7.0,118.3,106.1,445.26666666666665,384
,Chris Duarte,Sac,G,26.7,44,13.2,14.1,11.1,29,0.759,68,0.426,92,0.359,0.491,0.518,4.1,2.0,0.8,0.5,0.1,0.5,6.1,4.9,6.9,5.7,107.1,107.4,445.26666666666665,384
,Jae'Sean Tate,Hou,F,28.4,55,16.8,11.2,12.6,32,0.688,131,0.557,69,0.304,0.523,0.54,4.2,3.2,1.0,0.7,0.2,0.5,7.4,5.2,8.5,5.7,113.1,101.9,445.26666666666665,384
,Delon Wright,Was,G,31.9,33,13.8,13.4,8.2,29,0.828,84,0.405,38,0.368,0.451,0.497,4.1,1.8,2.5,1.1,0.2,0.3,5.8,6.5,8.3,7.7,117.8,117.8,445.26666666666665,384
,Theo Maledon,Cha,G,22.8,13,15.4,18.9,18.4,12,0.917,36,0.389,30,0.167,0.326,0.379,4.2,1.8,2.2,0.5,0.0,1.2,5.9,6.3,8.1,6.6,82.7,114.2,445.26666666666665,384
,Troy Brown Jr.,Min,G-F,24.6,37,11.1,15.7,13.2,22,0.864,34,0.618,84,0.369,0.572,0.603,4.2,1.9,0.9,0.2,0.1,0.5,6.1,5.1,7.1,7.0,118.1,106.5,445.26666666666665,384
,Armoni Brooks,Bro,G,25.8,10,10.4,20.3,4.1,2,0.5,14,0.286,32,0.344,0.446,0.448,4.2,1.8,0.5,0.1,0.1,0.2,6.0,4.7,6.5,6.0,100.4,119.6,445.26666666666665,384
,Danuel House Jr.,Phi,F-G,30.8,34,15.0,12.2,15.3,46,0.761,55,0.582,50,0.3,0.519,0.575,4.2,1.7,0.8,0.4,0.1,0.6,5.9,5.1,6.8,4.8,113.7,111.3,445.26666666666665,384
,AJ Green,Mil,G,24.5,43,9.7,16.3,4.5,11,0.909,21,0.524,126,0.405,0.595,0.609,4.3,1.1,0.6,0.1,0.0,0.2,5.4,4.9,6.0,5.8,122.9,111.8,445.26666666666665,384
,MarJon Beauchamp,Mil,F,23.4,45,13.1,14.2,14.8,28,0.679,84,0.548,71,0.394,0.568,0.583,4.3,2.1,0.7,0.3,0.1,0.6,6.5,5.0,7.1,5.6,109.5,110.5,445.26666666666665,384
,Dru Smith,Mia,G,26.2,9,14.5,13.2,13.0,2,1.0,16,0.5,17,0.412,0.561,0.576,4.3,1.6,1.6,1.0,0.3,0.6,5.9,5.9,7.4,6.1,118.1,105.9,445.26666666666665,384
,Jared Butler,Was,G,23.5,23,8.2,20.4,19.0,17,0.824,40,0.7,28,0.357,0.632,0.662,4.3,0.7,2.0,0.4,0.1,0.7,5.0,6.3,7.0,8.9,123.2,113.9,445.26666666666665,384
,Seth Curry,Dal,G,33.6,36,12.7,15.8,9.9,19,0.895,65,0.385,80,0.363,0.472,0.502,4.3,1.4,0.8,0.5,0.1,0.4,5.7,5.1,6.6,5.3,105.0,114.5,445.26666666666665,384
,Davion Mitchell,Sac,G,25.5,54,13.6,14.3,13.2,27,0.741,98,0.571,106,0.34,0.539,0.556,4.4,1.1,1.7,0.2,0.1,0.6,5.5,6.1,7.2,5.9,113.3,113.4,445.26666666666665,384
,JaVale McGee,Sac,C-F,36.1,40,7.9,22.7,21.4,43,0.581,112,0.652,5,0.2,0.637,0.64,4.4,2.8,0.4,0.3,0.5,0.8,7.2,4.7,7.5,8.6,110.6,102.1,445.26666666666665,384
,Jaxson Hayes,Lal,C-F,23.8,55,11.5,12.3,18.0,56,0.607,119,0.748,8,0.0,0.701,0.699,3.9,2.6,0.4,0.5,0.4,0.5,6.4,4.3,6.9,5.5,127.4,102.7,466.61538461538464,403
,Nassir Little,Pho,F-G,24.1,34,12.5,13.0,10.8,20,0.85,47,0.638,60,0.317,0.547,0.579,3.9,2.1,0.6,0.3,0.3,0.4,6.0,4.5,6.6,5.4,115.4,109.8,466.61538461538464,403
,Tristan Thompson,Cle,C-F,33.0,36,12.4,13.2,19.8,42,0.31,92,0.663,1,0.0,0.656,0.605,3.8,3.9,1.1,0.2,0.3,0.6,7.6,4.9,8.8,8.2,122.4,102.6,466.61538461538464,403
,Justin Holiday,Den,F-G,34.9,41,14.5,9.9,7.4,4,0.75,36,0.611,88,0.409,0.613,0.616,3.8,1.2,1.1,0.6,0.1,0.2,5.0,4.9,6.1,4.7,126.5,110.7,466.61538461538464,403
,Izaiah Brockington,Nor,G,24.7,1,3.4,63.4,0.0,0,0.0,4,0.5,1,0.0,0.4,0.4,4.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,466.61538461538464,403
,Tre Mann,Okc,G,23.1,13,9.2,18.0,18.2,1,1.0,21,0.571,19,0.421,0.6,0.606,3.8,1.8,1.5,0.2,0.0,0.7,5.6,5.3,7.2,9.4,115.1,114.3,466.61538461538464,403
,Jaylin Williams,Okc,F,21.7,53,12.5,13.3,10.4,28,0.821,63,0.46,109,0.367,0.517,0.545,3.8,3.3,1.3,0.4,0.4,0.4,7.1,5.1,8.4,8.1,118.8,102.6,466.61538461538464,403
,Terquavion Smith,Phi,G,21.2,12,5.8,28.1,9.0,3,0.667,9,0.444,31,0.387,0.55,0.557,3.8,0.2,0.8,0.6,0.0,0.3,4.0,4.7,4.8,5.8,111.2,112.3,466.61538461538464,403
,Mo Bamba,Phi,C,25.8,43,11.5,15.9,17.7,33,0.636,102,0.5,37,0.405,0.529,0.547,3.9,3.7,0.7,0.3,1.0,0.7,7.6,4.6,8.3,7.5,110.2,102.2,466.61538461538464,403
,Brandon Boston Jr.,Lac,G,22.3,21,7.4,25.2,8.4,16,0.75,52,0.442,24,0.292,0.441,0.476,3.8,1.0,0.3,0.1,0.2,0.3,4.8,4.0,5.0,5.6,99.7,108.1,466.61538461538464,403
,Ashton Hagans,Por,G-F,24.7,12,16.1,14.5,31.0,11,0.727,31,0.452,11,0.273,0.44,0.48,3.8,2.2,2.7,0.6,0.6,1.6,5.9,6.4,8.6,7.0,93.1,107.0,466.61538461538464,403
,Mamadi Diakite,San,F,27.1,3,5.3,20.1,0.0,6,0.667,5,0.8,0,0.0,0.8,0.785,4.0,1.0,0.7,0.0,0.3,0.0,5.0,4.7,5.7,10.6,167.1,117.6,466.61538461538464,403
,Gordon Hayward,Okc,F,34.0,11,16.8,12.2,12.7,12,0.667,34,0.353,7,0.571,0.439,0.475,4.0,3.1,2.0,0.4,0.0,0.5,7.1,6.0,9.1,6.9,110.2,112.0,466.61538461538464,403
,Matt Hurt,Mem,F,23.9,8,14.2,14.3,5.5,3,1.0,14,0.5,20,0.25,0.426,0.453,4.0,2.0,0.5,0.4,0.4,0.3,6.0,4.5,6.5,4.5,103.5,113.0,466.61538461538464,403
,Ben Sheppard,Ind,G,22.7,41,12.1,13.0,4.8,17,0.824,45,0.556,95,0.358,0.543,0.563,4.0,1.5,0.7,0.5,0.0,0.2,5.5,4.8,6.2,5.3,117.9,110.9,466.61538461538464,403
,Ousmane Dieng,Okc,F,20.8,30,11.3,16.2,13.4,16,0.875,37,0.622,66,0.303,0.515,0.545,4.0,1.6,1.1,0.2,0.1,0.5,5.6,5.1,6.7,6.8,109.7,113.2,466.61538461538464,403
,Jaden Springer,Phi,G,21.5,32,11.8,18.1,18.0,34,0.824,81,0.469,37,0.216,0.424,0.481,4.0,1.8,1.1,0.8,0.3,0.8,5.8,5.1,6.9,6.8,99.7,104.5,466.61538461538464,403
,John Konchar,Mem,G,28.0,50,20.3,9.8,17.2,20,0.85,78,0.564,104,0.308,0.505,0.527,4.0,4.5,1.9,0.8,1.0,0.8,8.5,5.9,10.4,6.4,112.4,110.0,466.61538461538464,403
,Thomas Bryant,Mia,C-F,26.6,27,10.2,17.0,15.6,22,0.818,74,0.608,7,0.0,0.556,0.596,4.0,2.9,0.6,0.2,0.3,0.6,6.9,4.6,7.5,7.5,116.1,104.2,466.61538461538464,403
,Mike Muscala,Was,F-C,32.7,24,14.1,14.3,15.0,20,0.75,39,0.487,51,0.275,0.444,0.481,4.0,3.1,1.0,0.2,0.3,0.7,7.1,4.9,8.0,6.6,100.2,114.8,466.61538461538464,403
,Evan Fournier,Nyk,G-F,31.4,3,12.9,24.3,4.7,2,1.0,5,0.4,15,0.133,0.25,0.287,4.0,1.3,1.0,1.3,0.0,0.3,5.3,5.0,6.3,5.4,72.6,101.3,466.61538461538464,403
,Jeff Dowtin Jr.,Phi,G,26.8,4,14.3,10.5,21.4,0,0.0,3,0.667,8,0.5,0.727,0.727,4.0,1.0,2.0,0.8,0.3,0.8,5.0,6.0,7.0,5.6,126.4,120.2,466.61538461538464,403
,Gui Santos,Gol,F,21.7,17,8.7,14.9,15.1,15,0.933,21,0.571,18,0.389,0.577,0.647,3.5,2.6,0.6,0.2,0.1,0.4,6.1,4.1,6.7,8.1,130.3,105.8,488.85714285714283,425
,Jeremiah Robinson-Earl,Nor,F,23.4,27,9.7,14.6,14.6,15,0.8,41,0.561,29,0.414,0.586,0.614,3.5,2.2,0.4,0.3,0.1,0.4,5.7,3.9,6.1,6.0,117.2,108.2,488.85714285714283,425
,Mike Muscala,Det,F-C,32.7,13,13.2,11.8,4.3,4,0.5,10,0.2,34,0.382,0.489,0.492,3.5,2.2,0.8,0.2,0.4,0.2,5.7,4.2,6.5,5.6,114.2,116.8,488.85714285714283,425
,Garrison Mathews,Atl,G,27.4,48,13.1,9.6,10.8,18,0.722,12,0.5,111,0.423,0.622,0.634,3.5,1.3,0.4,0.2,0.1,0.3,4.8,3.9,5.2,3.7,122.4,111.8,488.85714285714283,425
,Richaun Holmes,Dal,F,30.4,23,10.3,14.5,16.8,21,0.571,59,0.559,0,0.0,0.559,0.572,3.4,3.4,0.7,0.1,0.4,0.5,6.8,4.0,7.4,7.8,120.8,105.1,488.85714285714283,425
,Harry Giles III,Bro,F-C,25.9,16,5.1,30.1,13.7,13,0.538,33,0.576,11,0.273,0.534,0.543,3.4,1.6,0.4,0.1,0.2,0.4,5.0,3.8,5.4,10.2,106.4,99.5,488.85714285714283,425
,Troy Brown Jr.,Det,G-F,24.6,7,12.2,14.3,10.5,2,1.0,10,0.4,15,0.333,0.46,0.483,3.6,2.3,1.0,0.1,0.0,0.4,5.9,4.6,6.9,6.6,102.5,117.7,488.85714285714283,425
,Tosan Evbuomwan,Det,F,23.1,2,8.1,7.8,0.0,0,0.0,2,1.0,1,1.0,1.167,1.167,3.5,1.0,0.0,0.5,0.0,0.0,4.5,3.5,4.5,0.0,233.3,115.2,488.85714285714283,425
,Keon Ellis,Sac,G,24.2,39,12.3,12.2,15.4,17,0.647,25,0.64,85,0.376,0.582,0.592,3.6,1.4,1.3,0.6,0.4,0.5,5.0,4.9,6.3,6.1,118.2,107.5,488.85714285714283,425
,Yuta Watanabe,Pho,G-F,29.4,29,13.2,13.5,14.1,15,0.667,22,0.5,75,0.32,0.485,0.502,3.6,1.5,0.3,0.3,0.2,0.6,5.1,3.9,5.4,3.6,96.5,111.1,488.85714285714283,425
,James Bouknight,Cha,G,23.5,14,5.8,23.7,4.6,2,0.5,11,0.455,30,0.433,0.598,0.597,3.6,0.6,0.4,0.1,0.1,0.1,4.2,4.0,4.6,6.6,116.5,121.6,488.85714285714283,425
,Dwight Powell,Dal,F-C,32.6,53,14.2,9.3,22.8,84,0.726,96,0.698,2,0.5,0.699,0.734,3.7,3.5,1.5,0.4,0.4,0.5,7.2,5.2,8.7,7.6,148.5,105.8,488.85714285714283,425
,Jarace Walker,Ind,F,20.5,24,9.7,17.8,12.5,7,0.857,42,0.405,42,0.381,0.488,0.505,3.7,1.9,1.2,0.5,0.4,0.5,5.5,4.8,6.7,8.4,105.9,111.6,488.85714285714283,425
,Kobe Bufkin,Atl,G,20.5,9,9.9,20.3,11.8,4,0.5,20,0.4,17,0.294,0.419,0.426,3.7,1.6,1.7,0.3,0.1,0.6,5.2,5.3,6.9,8.7,97.5,115.7,488.85714285714283,425
,A.J. Lawson,Dal,G,23.7,31,7.8,19.6,9.8,21,0.619,50,0.6,42,0.31,0.538,0.553,3.6,1.1,0.5,0.3,0.1,0.3,4.7,4.1,5.2,6.4,110.8,112.7,488.85714285714283,425
,Justin Champagnie,Was,G-F,22.7,3,5.5,28.2,9.1,0,0.0,5,0.8,5,0.2,0.55,0.55,3.7,0.3,0.3,0.3,0.3,0.3,4.0,4.0,4.3,5.0,96.2,124.9,488.85714285714283,425
,Oshae Brissett,Bos,F-G,25.7,42,11.0,14.2,10.3,59,0.627,69,0.58,44,0.273,0.513,0.551,3.6,2.9,0.8,0.4,0.1,0.3,6.5,4.4,7.3,7.4,124.3,103.9,488.85714285714283,425
,Javon Freeman-Liberty,Tor,G,24.4,7,10.1,15.6,13.4,9,0.889,11,0.545,8,0.25,0.474,0.566,3.7,1.7,1.0,0.0,0.3,0.4,5.4,4.7,6.4,7.3,116.8,115.6,488.85714285714283,425
,Thaddeus Young,Pho,F,35.7,2,14.3,11.9,14.3,2,0.0,6,0.5,0,0.0,0.5,0.436,3.0,5.0,0.0,0.5,0.0,0.5,8.0,3.0,8.0,0.0,112.5,104.4,507.5625,443
,Noah Clowney,Bro,F,19.7,9,9.1,12.4,14.0,6,1.0,14,0.714,4,0.25,0.639,0.703,3.2,1.7,0.9,0.2,0.1,0.3,4.9,4.1,5.8,7.5,140.0,113.5,507.5625,443
,Jalen McDaniels,Tor,F-C,26.1,37,9.3,18.5,14.4,23,0.696,62,0.5,57,0.193,0.399,0.43,3.0,1.5,0.6,0.4,0.1,0.5,4.5,3.6,5.1,6.0,87.1,110.3,507.5625,443
,Robert Covington,Lac,F,33.2,3,23.1,6.2,0.0,2,0.5,1,1.0,8,0.25,0.444,0.455,3.0,2.7,2.3,2.0,0.7,0.0,5.7,5.3,8.0,4.6,130.6,106.3,507.5625,443
,Trevelin Queen,Orl,G,27.0,13,12.5,13.4,15.4,12,0.75,21,0.524,17,0.176,0.408,0.462,3.1,1.5,1.4,0.5,0.4,0.5,4.5,4.5,5.9,6.0,101.3,105.7,507.5625,443
,Omer Yurtseven,Uta,C,25.7,35,9.1,16.5,21.0,15,0.533,77,0.584,17,0.235,0.543,0.547,3.1,3.6,0.5,0.1,0.4,0.7,6.7,3.6,7.2,7.8,104.5,107.6,507.5625,443
,Luka Samanic,Uta,F,24.2,33,7.2,21.3,13.6,27,0.852,55,0.455,40,0.25,0.421,0.482,3.1,1.9,0.3,0.1,0.2,0.5,5.1,3.4,5.3,6.7,97.1,112.0,507.5625,443
,Devonte' Graham,San,G,29.1,14,8.2,15.2,7.8,8,0.75,10,0.5,25,0.36,0.529,0.558,3.1,1.3,1.4,0.3,0.1,0.2,4.4,4.4,5.7,8.7,122.9,116.4,507.5625,443
,Doug McDermott,Ind,F,32.2,6,11.0,16.5,4.0,2,0.5,4,0.75,20,0.2,0.375,0.382,3.2,0.5,0.7,0.0,0.0,0.2,3.7,3.8,4.3,3.8,87.1,123.5,507.5625,443
,Drew Peterson,Bos,F,24.3,1,2.6,16.7,0.0,0,0.0,0,0.0,1,1.0,1.5,1.5,3.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,507.5625,443
,Saben Lee,Pho,G,24.7,21,8.5,19.0,13.0,39,0.744,37,0.432,16,0.125,0.358,0.477,3.2,1.5,1.4,0.3,0.1,0.4,4.7,4.6,6.1,8.9,113.0,110.7,507.5625,443
,Ish Smith,Cha,G,35.7,43,17.2,12.2,22.9,4,0.75,150,0.413,8,0.5,0.43,0.435,3.2,1.8,3.4,0.4,0.1,1.1,5.0,6.6,8.4,6.3,97.3,117.9,507.5625,443
,Malachi Flynn,Det,G,25.8,9,8.2,23.4,15.3,4,0.5,20,0.4,13,0.308,0.424,0.432,3.3,1.0,1.1,0.3,0.0,0.7,4.3,4.4,5.4,7.5,86.7,114.4,507.5625,443
,Collin Gillespie,Den,G,24.7,19,8.5,15.8,18.1,8,0.625,21,0.571,24,0.458,0.633,0.639,3.3,0.6,0.8,0.5,0.0,0.5,3.9,4.1,4.7,5.5,112.7,106.1,507.5625,443
,Oscar Tshiebwe,Ind,F-C,24.3,8,5.2,23.5,0.0,8,0.75,20,0.5,0,0.0,0.5,0.553,3.3,2.0,0.3,0.3,0.1,0.0,5.3,3.5,5.5,9.7,131.2,113.4,507.5625,443
,Orlando Robinson,Mia,C,23.7,28,9.8,15.2,20.2,24,0.75,53,0.491,14,0.5,0.545,0.587,3.3,2.8,1.0,0.3,0.3,0.6,6.1,4.3,7.1,8.6,116.8,100.9,507.5625,443
,KJ Martin,Phi,F,23.2,46,11.3,12.9,15.3,29,0.517,105,0.59,17,0.294,0.57,0.571,3.3,1.8,0.7,0.3,0.1,0.5,5.2,4.1,5.9,5.7,110.8,104.8,507.5625,443
,Charles Bassey,San,C-F,23.4,19,10.8,11.8,27.1,6,0.833,39,0.744,1,0.0,0.725,0.739,3.3,4.0,1.1,0.4,0.9,0.8,7.3,4.4,8.4,9.0,125.0,101.9,507.5625,443
,Vasilije Micic,Okc,G,30.2,30,12.0,15.4,24.1,19,0.737,46,0.565,45,0.244,0.467,0.498,3.3,0.8,2.5,0.3,0.1,1.0,4.1,5.8,6.6,6.3,102.1,113.9,507.5625,443
,Zeke Nnaji,Den,F-C,23.2,50,9.8,16.4,16.9,59,0.712,111,0.468,21,0.238,0.451,0.51,3.2,2.1,0.6,0.3,0.7,0.5,5.3,3.8,5.9,6.5,108.8,103.6,507.5625,443
,Colin Castleton,Lal,C,23.8,7,5.1,15.3,8.7,4,1.0,10,0.7,0,0.0,0.7,0.765,2.6,1.3,0.4,0.0,0.0,0.1,3.9,3.0,4.3,8.7,155.2,100.1,525.8,463
,Micah Potter,Uta,C,25.9,3,6.7,8.3,0.0,0,0.0,1,1.0,3,0.667,1.0,1.0,2.7,2.0,0.0,0.0,0.0,0.0,4.7,2.7,4.7,0.0,189.0,115.5,525.8,463
,Adama Sanogo,Chi,F,22.1,3,3.5,22.0,23.3,3,0.667,3,1.0,0,0.0,1.0,0.926,2.7,2.0,0.0,0.0,0.0,0.3,4.7,2.7,4.7,0.0,0.0,0.0,525.8,463
,Alex Len,Sac,C,30.7,30,8.7,13.9,23.6,21,0.476,55,0.618,3,0.0,0.586,0.58,2.6,2.8,0.9,0.3,0.5,0.6,5.4,3.5,6.3,8.6,116.4,103.8,525.8,463
,Otto Porter Jr.,Tor,F,30.8,15,11.6,8.9,5.6,3,1.0,10,0.6,23,0.348,0.545,0.568,2.6,1.9,0.5,0.3,0.3,0.1,4.5,3.1,5.1,4.7,122.5,109.9,525.8,463
,Boban Marjanovic,Hou,C,35.6,9,5.3,22.9,8.6,6,0.5,19,0.526,2,0.0,0.476,0.486,2.6,2.4,0.4,0.0,0.1,0.2,5.0,3.0,5.4,10.2,107.5,103.8,525.8,463
,Moussa Diabate,Lac,F,22.1,11,5.8,18.5,9.4,14,0.643,19,0.526,0,0.0,0.526,0.576,2.6,2.3,0.4,0.5,0.1,0.2,4.9,3.0,5.3,9.2,136.0,109.5,525.8,463
,Chuma Okeke,Orl,F,25.6,38,10.4,13.0,10.3,5,0.4,28,0.571,76,0.303,0.486,0.485,2.7,1.9,0.5,0.2,0.2,0.3,4.7,3.2,5.1,5.3,102.2,110.8,525.8,463
